file_id,source_id,content_id,relative_path,system,extension,bytes,sha256,line_count,evidence_type,research_status,source_quality,version_duplicate_status,duplicate_of_paths,structured_data_value,implementation_relevance,table_count_estimate,review_status
FILE-CC1BA619F141951A,SRC-4B83804B9BB0DF6A,CONTENT-1C1DE6CBB27375DB,02-conditioning/hybrid-engine-research/2026-07-31-conditioning-evidence-cross-reference.md,conditioning,.md,8383,D7637A7607682DE54CDA4C4D1E02472478B8AD5A891421C416ABC637034A0B85,146,research_synthesis_or_evidence_pack,candidate_evidence_unverified,mixed_secondary_with_primary_citations,currentness_unresolved,,medium,medium_requires_review,1,machine_classified_needs_human_review
FILE-B24C0FC5B9EF48D9,SRC-117D3925B2FD1561,CONTENT-B5BB49DE03559059,02-conditioning/hybrid-engine-research/2026-08-14-set-type-load-rules-brief.md,conditioning,.md,8312,9CBE849C09094568B7DBB0397100A43FBA92D58BFED983ADD7699E05D4CC6C8D,180,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,0,machine_classified_needs_human_review
FILE-5B3FB84054461891,SRC-A44F4BB1D1374846,CONTENT-D28653C514D703B0,02-conditioning/hybrid-engine-research/2026-08-15-load-increment-sizing-brief.md,conditioning,.md,9738,49CD432408D30ABE5C4CCE491E64E5BF4C2B1BEBEBFC550F90F9B052F75F3C4A,199,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,0,machine_classified_needs_human_review
FILE-C99A978053E53E00,SRC-69E3752CC06A46F1,CONTENT-C6E94BBAD4761D76,02-conditioning/hybrid-engine-research/2026-08-16-progression-evidence-answer.md,conditioning,.md,821366,AF973C950A634F90BBA822C03D4074B4E6624F5CFA63E29109A3902B33C4D0E2,4651,research_synthesis_or_evidence_pack,candidate_evidence_unverified,mixed_secondary_with_primary_citations,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/final-evidence-dossier.md | 02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/final-evidence-dossier.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/01_FINAL_DOSSIER/hybrid-engine-final-evidence-dossier.md,medium,medium_requires_review,16,machine_classified_needs_human_review
FILE-494BFE717D5A8909,SRC-6CE0FECA2BE10BFD,CONTENT-DCC3D23545B80988,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/API_CONTRACT.json,conditioning,.json,5949,DE22C3776FB0DC835C73F35BB864CB6FE9ED44E5EEE63BF11B6FB6743D0FA3B0,185,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-09417F6A2867C564,SRC-8F3E2272BFA232C1,CONTENT-319CF9DB947A304C,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/examples/detail_response.json,conditioning,.json,840,CAFD003751CC109B72F241A7BB9B8DAAECDF94D3ABA03ECF7AC58C55B52B435C,42,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-018135019543756F,SRC-AB194CD272806235,CONTENT-BABA5A6B158B44E0,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/examples/README.md,conditioning,.md,285,654958EF4D3AC87704EF8F63E422D46ACF07C796DFA9B8B2AB9C6F3330244E9C,8,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-5963D201586466FC,SRC-6B2E9663FB351F98,CONTENT-93084AA287D74C84,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/examples/strokes_response.json,conditioning,.json,180,9FBFFD28A5C2F60039A881367E38A0C71EFA82B9DD1C10EF9F91B70402452052,13,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-FCB244FA2BD1BB6E,SRC-3B208C7B0C56528D,CONTENT-2539A1151D68CA44,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/examples/summary_response.json,conditioning,.json,680,10FB95F843F5317DB29440D56D8C9D153C43F75353F52E1FF304C2F2FF09FE31,34,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-2D033506BB80ED09,SRC-D56AA2BBDFE2A694,CONTENT-7FEB51769C174F2A,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/package.json,conditioning,.json,126,627025172BE14CCED43864862A007D2D83A170F27F610C3A29F9AF55E2D62546,9,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-F59A005609DA03DB,SRC-1DA4975C91644506,CONTENT-071B571BBABC3CD7,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/README.md,conditioning,.md,1237,1C13489898BAD55B4816671E9054A2BC6070351F15C0DA1516533DE6F4FD4C9A,33,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-C5AB9047AA668CFA,SRC-E871E1499CA837A8,CONTENT-F778130D02C4E414,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/src/concept2-api.mjs,conditioning,.mjs,6153,16C42D17997870A276299847858C84625A2941A2D040512B2DA1628AFF4C85B2,209,software_or_build_artifact,not_scientific_research,not_applicable,currentness_unresolved,,medium,reference_only_do_not_wire,0,machine_classified_needs_human_review
FILE-730755F073B11423,SRC-CC455F18ED7B525D,CONTENT-428F93A9CD1DBB5B,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/src/serverless-shape.mjs,conditioning,.mjs,1432,A5D33EF883CAF4C9D4E0EF14844852D61269DFDFB016FAE88187B576E947FBE9,55,software_or_build_artifact,not_scientific_research,not_applicable,currentness_unresolved,,low,reference_only_do_not_wire,0,machine_classified_needs_human_review
FILE-25BBA74886EAE484,SRC-B67FEAF927910B78,CONTENT-C93D7F79316C329C,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/src/sync.mjs,conditioning,.mjs,2159,F88EFBC4108374A47906F133C778805A17B13582B18C7DAD60003A617FAB5933,99,software_or_build_artifact,not_scientific_research,not_applicable,currentness_unresolved,,low,reference_only_do_not_wire,0,machine_classified_needs_human_review
FILE-5AA3A232E0B67D02,SRC-3B8F1B3F33523500,CONTENT-18CB7679C44B1571,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/code/tests/contract.test.mjs,conditioning,.mjs,4032,A830816C19A06E8D783CD6BFF79180AA22FEEC1C5ACF597A03FD0A539A4C2B27,131,test_or_fixture,not_scientific_research,not_applicable,currentness_unresolved,,low,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-4AF8089D135CD2A6,SRC-43011085A4856250,CONTENT-35F334CE3C6727A6,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/FIELD_MAPPING.md,conditioning,.md,2835,4C7D824B4C9B369ACC5B4C7B9ACE88972CA34C41955630349F4F9A3D4A60CD0D,45,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,1,machine_classified_needs_human_review
FILE-D493568D6D8AA25F,SRC-48CA3DDCC78DAE7C,CONTENT-7FF35AB4BE1C55E5,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/KNOWN_GAPS.md,conditioning,.md,1750,1E13C0BEF73CED7F6A384225E43D40688C79A521919BA12447EFB01370FB6299,40,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-9F8A2A35AC503C38,SRC-E7BE178A09D25473,CONTENT-5003E7357A208981,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/PROVENANCE.md,conditioning,.md,1069,9258AD9D49967B391CCDAD6EA977A345D700177CDB200AEA026E642F6D28DF6B,25,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-D69CDA326ECF79B0,SRC-2480C14FC659F3F0,CONTENT-00D39F239E83ACB6,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/README.md,conditioning,.md,2143,5121F483C0CF4E5647F48FCDB9E7D13D9A981ED0716635D0639E11120F1CF00B,59,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-9EEC5F7DE795BBF3,SRC-7AEAB4B2B48BA855,CONTENT-3BD33CD1B56AB08D,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/RESEARCH_REPORT.md,conditioning,.md,16187,C482FE70BEC0AC80829239285FFE91A9B177C253F477A6BA26F747DE9547A960,540,research_synthesis_or_evidence_pack,candidate_evidence_unverified,secondary_or_unknown,currentness_unresolved,,medium,medium_requires_review,3,machine_classified_needs_human_review
FILE-FEB1082EB6188C5C,SRC-6063158411F8FA78,CONTENT-CC94F65CA1EF3C16,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/RESEARCH_REQUEST.md,conditioning,.md,2222,7847E536B93668795E46DFAE003BB10428CB6117BFD70B8B7368650E4E67E10E,53,research_synthesis_or_evidence_pack,candidate_evidence_unverified,secondary_or_unknown,currentness_unresolved,,low,medium_requires_review,0,machine_classified_needs_human_review
FILE-7B09489D944DF5E5,SRC-445417CB66150438,CONTENT-19FE9A23451D0091,02-conditioning/hybrid-engine-research/concept2-logbook-bundle/SOURCE_REGISTRY.json,conditioning,.json,6371,2C22D1CC90D898036493CAB1D30DC20AE3DE756434CC311D2294985E9F555BDF,169,source_registry,candidate_evidence_unverified,secondary_or_unknown,currentness_unresolved,,high,medium_requires_review,0,machine_classified_needs_human_review
FILE-3AF3A897D200889F,SRC-2F8C12505475CF40,CONTENT-8093136D2383D4C8,02-conditioning/hybrid-engine-research/conditioning-evidence-bundle/conditioning_evidence_handoff.md,conditioning,.md,65305,28AFEF435332441B1A95228FCB4DF5607D9FDABB37E1B4B799F1D47326EB9FE7,703,ai_handoff_or_working_note,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,02-conditioning/conditioning_evidence_handoff.md,medium,low_or_contextual,7,machine_classified_needs_human_review
FILE-AAF04F794D06F9DD,SRC-222BE2A9F64996AF,CONTENT-606A15EE31CE0037,02-conditioning/hybrid-engine-research/conditioning-evidence-bundle/conditioning_source_model_manifest.json,conditioning,.json,54723,799062A1480D7C487E5B930E4A5AAA00CE3CD5F4075A68E36A476037A2374AA0,906,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-6E0820DF5769DF90,SRC-3B7053539206852D,CONTENT-BC48434381BD8EB7,02-conditioning/hybrid-engine-research/conditioning-evidence-bundle/modality_progression_regression_trees.json,conditioning,.json,28761,9C454290EAF0590E156E76031EDF4550E0AA1CC45D1F1EA5C45CA130637B97A3,416,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-58E23B6234748E19,SRC-BE98BA657310A148,CONTENT-9290DB6C878F35C1,02-conditioning/hybrid-engine-research/conditioning-evidence-bundle/modality_progression_regression_trees.md,conditioning,.md,3796,047CB3347C563B8A02986B76BA0BD482F56F65E40EA0BD3C7C4E85A75A282638,119,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,0,machine_classified_needs_human_review
FILE-20A2101A9F4B7979,SRC-1ED10697F10E0F10,CONTENT-7CD71A795F2DAE9A,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/NOTICE.md,conditioning,.md,361,F0FA2C44579405D7D9DD67DD9962BDDA84D99A1BC2DC65527AB2883503EB8757,7,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-5B54EB2CB4CB240D,SRC-8C643B8E49C549E9,CONTENT-ECDCB40E0F8815EE,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/python/echo_v3_ftms.py,conditioning,.py,5063,E142ECD4651315C818DEB8DD254BA8657EE7FF804110ED68A05A025FC64D3EF8,143,software_or_build_artifact,not_scientific_research,not_applicable,currentness_unresolved,,low,reference_only_do_not_wire,0,machine_classified_needs_human_review
FILE-3DFE43EABFB35248,SRC-B22D47591C6EE37F,CONTENT-B17940B184CEF453,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/python/README.md,conditioning,.md,499,A3C8E406963498173D12732B4E59CD4CFA3609849F00F23E73E8E19FAF267E3D,20,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-68477B54E18B6731,SRC-ED3BFFA22924F125,CONTENT-746D9C5D6343D07C,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/python/test_echo_v3_ftms.py,conditioning,.py,1232,91A9FDED23A24207EF650181C4781E7A6C4CF4AFFA3BCD47540CF12BA766589B,40,test_or_fixture,not_scientific_research,not_applicable,currentness_unresolved,,low,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-AE33C0DF8C55C902,SRC-A852BE105AC8F867,CONTENT-76876BCF8D94063B,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/sample_payloads.json,conditioning,.json,465,504CC7A5E7A9F9CDD3F2A7EA6B9CBC965C617FBC2B83EB6B584089DD36861212,17,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-0FB6247D10AF74A2,SRC-3FE063F9D4BD52B7,CONTENT-F54A147A14729DC5,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/typescript/echo-v3-ftms.test.ts,conditioning,.ts,1253,D1D368638CF459F9B298D09FB95EB5956D02BEEF91FC97F2C6518FEFFAD4917B,37,test_or_fixture,not_scientific_research,not_applicable,currentness_unresolved,,medium,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-E26AFC4AA8F680B8,SRC-275068F58DF65B7C,CONTENT-24E87AEA9617AE53,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/typescript/echo-v3-ftms.ts,conditioning,.ts,7282,8A85C58635BA78C396E253014CB0CF4988F4371419618724BFEDF55FADB1A697,232,software_or_build_artifact,not_scientific_research,not_applicable,currentness_unresolved,,low,reference_only_do_not_wire,0,machine_classified_needs_human_review
FILE-5BC208F79509D6F2,SRC-AACD95CAFD32BBAA,CONTENT-DCB6F4CF5A38084A,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/code/starter/typescript/README.md,conditioning,.md,915,8DCBBFC76979904FE682523E85FAE26D0477853AF86F18990DEB9AD8A2E88730,24,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-A8B6809ECB1B3A4C,SRC-129C34DDE29154F0,CONTENT-14C1410BED9F2D43,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/echo_v3_capability_registry.json,conditioning,.json,3694,DD4F203596ADD1E2C1E0676771F974DA52DAA95C5F6BDE0B0D972FC2929B9378,69,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-C8808499DA5821F3,SRC-99FB66FC485D9F57,CONTENT-DFF904150A760D4E,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/echo_v3_connectivity_research.md,conditioning,.md,16006,A80A3EA695D82F9E167C494D8B77AD7D69976A5C17254D8B40E3B303C7F47A11,286,research_synthesis_or_evidence_pack,candidate_evidence_unverified,secondary_or_unknown,currentness_unresolved,,medium,medium_requires_review,3,machine_classified_needs_human_review
FILE-8B3355017C780758,SRC-342FE1B8BB131844,CONTENT-C38B6362746D6F95,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/echo_v3_data_contract.json,conditioning,.json,2443,22F5C3E7AE152E230E406E9C95058FFD789F49075FB2507C65742899A441D135,60,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-BA86BDC7E31EA303,SRC-5FAA8204AF001A80,CONTENT-0A51F51C67FFA0B9,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/ftms_indoor_bike_data_reference.md,conditioning,.md,4253,933DC3E45F580617A2745883AD9C21349153AD6848ECCD84AA92AF266B7241C8,102,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,2,machine_classified_needs_human_review
FILE-DDF80FCE6108C8FD,SRC-56AA0E1184B2BC58,CONTENT-172A4F4E8D6CC254,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/known_gaps.md,conditioning,.md,2699,DAABA1D4BB7403173CC167F8F80D21CD5C2FFB697302222AB16DBC8DC08B3CCB,69,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-D6A1B157E94C57C8,SRC-5A06B2F89DEEB469,CONTENT-9AF0F5CC6960A606,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/repo_manifest.json,conditioning,.json,4058,97DB7EFFF23DDE93F02FA82D2156CA23910F7F39D566650B3E22F524D198E664,67,structured_data,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-07BB29D292857BD4,SRC-AF62D7830A69D835,CONTENT-3B79EA00B9D725E6,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/evidence/source_registry.json,conditioning,.json,10275,6AA2D33C5428280B9263676D9BB217C359D189D96EB78F8C931D4FC3F9A22E6E,187,source_registry,candidate_evidence_unverified,secondary_or_unknown,currentness_unresolved,,high,medium_requires_review,0,machine_classified_needs_human_review
FILE-A1A6F982D5853A9F,SRC-B6C56BB1422676E7,CONTENT-DF5D6562860A09F2,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/LICENSE_STATUS.md,conditioning,.md,1279,48E94D4DE4BE931C674A33EFC6FD95D09504DF20A474E1FA89A37DBEBA01FCDC,15,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,medium,low_or_contextual,1,machine_classified_needs_human_review
FILE-DD2B5BBFF73F4195,SRC-D8B4DE885FB6387C,CONTENT-0E610457065B02EC,02-conditioning/hybrid-engine-research/echo-v3-connectivity-bundle/README.md,conditioning,.md,5147,56E3754AD5A448BD104E21C77422B803F14827951E4473A2223CE62A2AC24B2E,76,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,currentness_unresolved,,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-3CEBF33D4CE108F9,SRC-E759EEB3C6FBC5C2,CONTENT-F8A805DA97510FD9,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/AUDIT.md,conditioning,.md,14592,EEC2356F589DD92064BCA3069FCF8DC6DA8A475BBF05457DAE947D4AE0F1E6DA,199,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/AUDIT.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/AUDIT.md,medium,low_or_contextual,2,machine_classified_needs_human_review
FILE-EA68826A5F96F9B3,SRC-CCCBEBA07C8E066D,CONTENT-199E849A35EE9148,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/design.md,conditioning,.md,24282,0A76F115A9F45F32D0510EFA1CBD42EDC131788634912298AD069274CF12782B,753,product_or_system_design,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/design.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/design.md,medium,medium_requires_review,1,machine_classified_needs_human_review
FILE-637969C7070B034F,SRC-4E6305DA9305BDE4,CONTENT-5EF9BCD97DA18A8D,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120-README.md,conditioning,.md,1872,BE41997EA2BA2978651160C85E733B4A5B79ADE4AB17FFE64B3C5C21CB603995,46,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120-README.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/03_EXERCISE_LIBRARY/hybrid-engine-exercise-library-120-README.md,medium,low_or_contextual,1,machine_classified_needs_human_review
FILE-986E665C7498F099,SRC-1F66EF41D2CF8C12,CONTENT-FD55AD532DEA82AB,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120.csv,conditioning,.csv,55589,01AB173D1EB5CE3D65900DED2BEE4A273771718B54CE8D67BD97F0F187E77AC1,122,structured_data,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120.csv,high,high_candidate_not_authorized,1,machine_classified_needs_human_review
FILE-1FC861BEE81BAA14,SRC-230C252AE5395007,CONTENT-797DC1DA00C78AAF,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120.json,conditioning,.json,142633,3E775BE7D550908B804EC0159ED3CAF31E3593E898A59D8BF970E9354889E4B3,5422,structured_data,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/exercise-library/hybrid-engine-exercise-library-120.json | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/03_EXERCISE_LIBRARY/hybrid-engine-exercise-library-120.json,high,high_candidate_not_authorized,0,machine_classified_needs_human_review
FILE-5E08790F849A5518,SRC-DE79E37A03C21039,CONTENT-E4168D0223F0A7C0,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/FILE_TREE.md,conditioning,.md,4392,E18BBE992B5DA528C05973F327B83868DE6B3E9C3F7BD0F9ABAD593351797E48,120,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/FILE_TREE.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/FILE_TREE.md,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-F700F6CAF03A5AA1,SRC-9C08BAD6D06ADF95,CONTENT-C6E94BBAD4761D76,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/final-evidence-dossier.md,conditioning,.md,821366,AF973C950A634F90BBA822C03D4074B4E6624F5CFA63E29109A3902B33C4D0E2,4651,research_synthesis_or_evidence_pack,candidate_evidence_unverified,mixed_secondary_with_primary_citations,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/final-evidence-dossier.md | 02-conditioning/hybrid-engine-research/2026-08-16-progression-evidence-answer.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/01_FINAL_DOSSIER/hybrid-engine-final-evidence-dossier.md,medium,medium_requires_review,16,machine_classified_needs_human_review
FILE-BE521E8BD4FFE583,SRC-316AFA9DA84B5E55,CONTENT-D493E7EAB4ECB504,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/hybrid_adaptive_evidence_bundle_2026-08-01.md,conditioning,.md,60245,6A1A2F7361651F296087CC69F18C3ACA39D1E6D968061D61EF22AB7420C81FD5,463,research_synthesis_or_evidence_pack,candidate_evidence_unverified,mixed_secondary_with_primary_citations,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/hybrid_adaptive_evidence_bundle_2026-08-01.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/hybrid_adaptive_evidence_bundle_2026-08-01.md,medium,medium_requires_review,10,machine_classified_needs_human_review
FILE-5CDD95A3A66DBC5E,SRC-DC8A1EA3273D26F1,CONTENT-35C482C8D1258FC0,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/HybridTraining_Audit.md,conditioning,.md,13676,3389AC6011FF09F40056B82AC8B5BA44E126C28D961D0B81B68F6BA596A119CB,170,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/HybridTraining_Audit.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/HybridTraining_Audit.md,medium,low_or_contextual,2,machine_classified_needs_human_review
FILE-F189599796C68519,SRC-D7AF9B213C1A6697,CONTENT-1034659C2800A2A9,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/INDEX.md,conditioning,.md,3779,2EDCDED18D95D84021C80EBCDF69D8E9FAF6E7A0894ABF29120E5DB2CD328688,63,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/INDEX.md,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-A66E73F1637E8CA9,SRC-5A5FD33EE48A8433,CONTENT-55AD71B8FAB7249A,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/JARVIS_TAKEOVER_AUDIT.md,conditioning,.md,3161,C620183976940ACC919AD03BA06E063BCDBCFBA13F7FE24DEB04B762E9865905,65,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/JARVIS_TAKEOVER_AUDIT.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/JARVIS_TAKEOVER_AUDIT.md,low,low_or_contextual,0,machine_classified_needs_human_review
FILE-73778EF46E2EEA44,SRC-61546761D2956A5D,CONTENT-153A6463D221FE7D,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/README_FIRST.md,conditioning,.md,2079,83F7D909D87E2D463A90380DD55A032AC2D3CFB10382B7FF9399452E21DF5BFC,36,documentation_or_other,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/README_FIRST.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/README_FIRST.md,medium,low_or_contextual,1,machine_classified_needs_human_review
FILE-1B75009EACA47E3E,SRC-9DCECA6DCCBE996A,CONTENT-BAA7B6BEFC8A9751,02-conditioning/hybrid-engine-research/strength-adaptive-engine-v2/THE-Coach-Brain-v0-AI-Model-Spec.md,conditioning,.md,12793,691DF167A1704B95E848AAC2B952837D1BE8636FE115480F65F8C7091031FCE8,504,product_or_system_design,context_or_design_not_validated,not_evidence_by_itself,exact_duplicate,01-strength/strengthside-research/strength-adaptive-engine-v2/THE-Coach-Brain-v0-AI-Model-Spec.md | 05-coordinator/THE-Coach-Brain-v0-AI-Model-Spec.md | 06-cross-system/THE_Hybrid_Engine_Project_Handoff_2026-08-16/02_EVIDENCE_AND_DESIGN/THE-Coach-Brain-v0-AI-Model-Spec.md,medium,medium_requires_review,0,machine_classified_needs_human_review
